block,cluster,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,mean_copies,tree_consistent
514,162,0,0,0,1,True
513,162,0,0,0,1,True
512,162,0,0,0,1,True
511,162,0,0,0,1,True
509,162,0,0,0,1,True
508,162,0,0,0,1,True
507,79,0,0,0,1,True
506,34,0,0,0,0.09375,True
505,79,0,0,0,1,True
504,79,0,0,0,1,True
502,79,0,0,0,1,True
501,79,0,0,0,1,True
500,79,0,0,0,1,True
499,32,0,0,0,1,True
498,32,0,0,0,1,True
497,32,0,0,0,1,True
496,32,0,0,0,1,True
495,32,0,0,0,1,True
494,32,0,0,0,1,True
493,32,0,0,0,1,True
492,32,0,0,0,1,True
491,32,0,0,0,1,True
490,32,0,0,0,1,True
489,32,0,0,0,1,True
488,32,0,0,0,1,True
487,32,0,0,0,1,True
486,167,0,0,0,2,True
485,32,0,0,0,1,True
484,32,0,0,0,1,True
483,32,0,0,0,1,True
482,32,0,0,0,1,True
481,32,0,0,0,1,True
480,32,0,0,0,1,True
479,32,0,0,0,1,True
478,32,0,0,0,1,True
477,32,0,0,0,1,True
476,32,0,0,0,1,True
475,32,0,0,0,1,True
474,32,0,0,0,1,True
473,32,0,0,0,1,True
472,32,0,0,0,1,True
471,32,0,0,0,1,True
470,32,0,0,0,1,True
469,32,0,0,0,1,True
468,32,0,0,0,1,True
467,32,0,0,0,1,True
466,32,0,0,0,1,True
465,32,0,0,0,1,True
464,168,0,0,0,0.0625,True
463,32,0,0,0,1,True
462,32,0,0,0,1,True
461,32,0,0,0,1,True
460,32,0,0,0,1,True
459,32,0,0,0,1,True
458,32,0,0,0,1,True
457,32,0,0,0,1,True
456,32,0,0,0,1,True
455,32,0,0,0,1,True
454,32,0,0,0,1,True
453,32,0,0,0,1,True
452,32,0,0,0,1,True
451,32,0,0,0,1,True
450,168,0,0,0,0.0625,True
449,32,0,0,0,1,True
448,32,0,0,0,1,True
447,32,0,0,0,1,True
428,35,0,0,0,0.9375,True
427,35,0,0,0,0.9375,True
426,35,0,0,0,0.9375,True
425,35,0,0,0,0.9375,True
424,35,0,0,0,0.9375,True
421,35,0,0,0,0.96875,True
420,35,0,0,0,0.96875,True
419,35,0,0,0,0.96875,True
418,35,0,0,0,0.96875,True
417,35,0,0,0,0.96875,True
416,35,0,0,0,0.96875,True
415,35,0,0,0,0.96875,True
414,35,0,0,0,0.96875,True
413,35,0,0,0,0.96875,True
412,35,0,0,0,0.96875,True
411,35,0,0,0,0.96875,True
410,35,0,0,0,0.96875,True
409,35,0,0,0,0.96875,True
408,35,0,0,0,0.96875,True
407,35,0,0,0,0.96875,True
406,35,0,0,0,0.96875,True
405,35,0,0,0,0.96875,True
404,35,0,0,0,0.96875,True
403,35,0,0,0,0.96875,True
402,35,0,0,0,0.96875,True
401,35,0,0,0,0.96875,True
400,35,0,0,0,0.96875,True
399,35,0,0,0,0.96875,True
397,169,0,0,0,0.09375,True
368,159,0,0,0,0.4375,True
365,90,0,0,0,0.09375,True
339,170,0,0,0,0.9375,True
338,7,0,0,0,0.96875,True
337,7,0,0,0,0.96875,True
336,7,0,0,0,0.96875,True
335,7,0,0,0,0.96875,True
334,7,0,0,0,0.96875,True
333,84,0,0,0,0.09375,True
313,170,0,0,0,1,True
312,170,0,0,0,1,True
311,170,0,0,0,1,True
310,170,0,0,0,1,True
308,170,0,0,0,1,True
307,170,0,0,0,1,True
306,171,0,0,0,2,True
305,170,0,0,0,1,True
304,170,0,0,0,1,True
303,170,0,0,0,1,True
302,170,0,0,0,1,True
288,170,0,0,0,1.03125,True
287,170,0,0,0,1.03125,True
286,170,0,0,0,1.03125,True
285,170,0,0,0,1.03125,True
284,170,0,0,0,1.03125,True
283,170,0,0,0,1.03125,True
282,170,0,0,0,1.03125,True
281,170,0,0,0,1.03125,True
280,170,0,0,0,1.03125,True
279,170,0,0,0,1.03125,True
278,170,0,0,0,1.03125,True
274,172,0,0,0,0.21875,True
273,170,0,0,0,1,True
272,170,0,0,0,1,True
271,170,0,0,0,1,True
270,170,0,0,0,1,True
269,170,0,0,0,1,True
268,170,0,0,0,1,True
267,170,0,0,0,1,True
266,170,0,0,0,1,True
265,170,0,0,0,1,True
264,170,0,0,0,1,True
263,170,0,0,0,1,True
262,170,0,0,0,1,True
260,35,0,0,0,1,True
259,35,0,0,0,1,True
258,35,0,0,0,1,True
257,35,0,0,0,1,True
256,35,0,0,0,1,True
255,35,0,0,0,1,True
254,35,0,0,0,1,True
253,35,0,0,0,1,True
252,170,0,0,0,1.03125,True
251,170,0,0,0,1.03125,True
250,170,0,0,0,1.03125,True
249,170,0,0,0,1.03125,True
248,170,0,0,0,1.03125,True
247,170,0,0,0,1.03125,True
246,170,0,0,0,1.03125,True
245,170,0,0,0,1.03125,True
244,170,0,0,0,1.03125,True
243,170,0,0,0,1.03125,True
242,171,0,0,0,2.0625,True
241,170,0,0,0,1.03125,True
240,170,0,0,0,1.03125,True
239,170,0,0,0,1.03125,True
238,170,0,0,0,1.03125,True
237,170,0,0,0,1.03125,True
236,170,0,0,0,1.03125,True
235,170,0,0,0,1.03125,True
234,170,0,0,0,1.03125,True
233,173,0,0,0,0.65625,True
231,170,0,0,0,0.96875,True
228,174,0,0,0,2.8125,True
198,87,0,0,0,0.9375,True
196,87,0,0,0,0.9375,True
195,87,0,0,0,0.9375,True
194,87,0,0,0,0.9375,True
193,87,0,0,0,0.9375,True
192,87,0,0,0,0.9375,True
191,35,0,0,0,1,True
190,35,0,0,0,1,True
189,35,0,0,0,1,True
188,35,0,0,0,1,True
187,35,0,0,0,1,True
186,35,0,0,0,1,True
185,35,0,0,0,1,True
184,35,0,0,0,1,True
183,35,0,0,0,1,True
182,35,0,0,0,1,True
181,35,0,0,0,1,True
180,35,0,0,0,1,True
179,35,0,0,0,1,True
178,35,0,0,0,1,True
177,35,0,0,0,1,True
176,35,0,0,0,1,True
175,35,0,0,0,1,True
174,35,0,0,0,1,True
173,35,0,0,0,1,True
172,35,0,0,0,1,True
171,35,0,0,0,1,True
170,35,0,0,0,1,True
169,35,0,0,0,1,True
168,35,0,0,0,1,True
167,35,0,0,0,1,True
166,35,0,0,0,1,True
165,35,0,0,0,1,True
164,35,0,0,0,1,True
163,35,0,0,0,1,True
162,35,0,0,0,0.96875,True
161,35,0,0,0,0.96875,True
160,35,0,0,0,0.96875,True
155,35,0,0,0,1,True
154,35,0,0,0,1,True
150,35,0,0,0,1,True
149,35,0,0,0,1,True
148,35,0,0,0,1,True
147,35,0,0,0,1,True
146,35,0,0,0,1,True
145,35,0,0,0,1,True
144,35,0,0,0,1,True
143,35,0,0,0,1,True
142,35,0,0,0,1,True
140,35,0,0,0,1,True
139,35,0,0,0,1,True
138,35,0,0,0,1,True
137,35,0,0,0,1,True
136,35,0,0,0,1,True
135,35,0,0,0,1,True
134,35,0,0,0,1,True
133,35,0,0,0,1,True
132,35,0,0,0,0.96875,True
131,35,0,0,0,1,True
130,35,0,0,0,1,True
129,35,0,0,0,1,True
128,35,0,0,0,1,True
127,35,0,0,0,1,True
126,35,0,0,0,1,True
125,35,0,0,0,1,True
124,35,0,0,0,1,True
123,35,0,0,0,1,True
122,35,0,0,0,1,True
121,35,0,0,0,1,True
120,35,0,0,0,1,True
119,35,0,0,0,1,True
118,175,0,0,0,0.0625,True
117,35,0,0,0,1,True
116,35,0,0,0,1,True
115,35,0,0,0,1,True
114,35,0,0,0,1,True
113,35,0,0,0,1,True
112,35,0,0,0,1,True
111,35,0,0,0,1,True
110,35,0,0,0,1,True
109,35,0,0,0,1,True
108,35,0,0,0,1,True
107,35,0,0,0,1,True
106,176,0,0,0,0.59375,True
105,35,0,0,0,1,True
104,35,0,0,0,1,True
103,35,0,0,0,1,True
102,35,0,0,0,1,True
101,167,0,0,0,2.0625,True
100,35,0,0,0,1,True
99,35,0,0,0,1,True
98,35,0,0,0,1,True
97,35,0,0,0,1,True
96,35,0,0,0,1,True
95,35,0,0,0,1,True
94,35,0,0,0,1,True
93,35,0,0,0,1,True
92,35,0,0,0,1,True
91,35,0,0,0,1,True
90,35,0,0,0,1,True
89,35,0,0,0,1,True
88,35,0,0,0,1,True
87,35,0,0,0,1,True
86,35,0,0,0,1,True
85,35,0,0,0,1,True
84,35,0,0,0,1,True
83,35,0,0,0,1,True
82,35,0,0,0,1,True
81,35,0,0,0,1,True
80,35,0,0,0,0.96875,True
79,35,0,0,0,1,True
78,35,0,0,0,1,True
77,35,0,0,0,1,True
75,35,0,0,0,1,True
74,35,0,0,0,1,True
73,35,0,0,0,1,True
72,35,0,0,0,1,True
71,35,0,0,0,1,True
70,70,0,0,0,0.625,True
69,35,0,0,0,0.96875,True
68,35,0,0,0,0.96875,True
67,35,0,0,0,0.96875,True
66,35,0,0,0,0.96875,True
65,35,0,0,0,0.96875,True
64,35,0,0,0,0.96875,True
63,35,0,0,0,0.96875,True
62,35,0,0,0,0.96875,True
61,35,0,0,0,1,True
60,35,0,0,0,1,True
59,35,0,0,0,1,True
58,35,0,0,0,1,True
57,35,0,0,0,1,True
56,35,0,0,0,1,True
55,35,0,0,0,1,True
54,35,0,0,0,1,True
53,35,0,0,0,1,True
52,35,0,0,0,1,True
51,35,0,0,0,1,True
35,33,0,0,0,0.9375,True
34,33,0,0,0,0.9375,True
33,33,0,0,0,0.9375,True
32,33,0,0,0,0.9375,True
31,33,0,0,0,0.9375,True
30,33,0,0,0,0.9375,True
29,33,0,0,0,0.9375,True
28,33,0,0,0,0.9375,True
27,33,0,0,0,0.9375,True
26,33,0,0,0,0.9375,True
25,33,0,0,0,0.96875,True
24,84,0,0,0,0.0625,True
23,170,0,0,0,1,True
22,170,0,0,0,1,True
21,170,0,0,0,1,True
20,170,0,0,0,1,True
19,170,0,0,0,1,True
18,170,0,0,0,1,True
17,170,0,0,0,1,True
16,170,0,0,0,1,True
15,170,0,0,0,1,True
14,170,0,0,0,1,True
13,170,0,0,0,1,True
12,170,0,0,0,1,True
11,170,0,0,0,1,True
9,7,0,0,0,0.96875,True
8,7,0,0,0,0.96875,True
7,7,0,0,0,0.96875,True
6,7,0,0,0,0.96875,True
5,7,0,0,0,0.96875,True
4,7,0,0,0,0.96875,True
3,7,0,0,0,0.96875,True
2,7,0,0,0,0.96875,True
1,7,0,0,0,0.96875,True
