num_fam,nb_members,sum_quanti,sum_quali,nb_0,nb_mono,nb_multi,sum_0_mono_multi,max_multi
623,2,2,2,95,2,0,97,1
624,2,2,2,95,2,0,97,1
625,1,1,1,96,1,0,97,1
626,1,1,1,96,1,0,97,1
627,1,1,1,96,1,0,97,1
628,1,1,1,96,1,0,97,1
629,1,1,1,96,1,0,97,1
630,1,1,1,96,1,0,97,1
631,43,43,42,55,41,1,97,2
632,9,9,9,88,9,0,97,1
633,8,8,8,89,8,0,97,1
634,1,1,1,96,1,0,97,1
635,8,8,8,89,8,0,97,1
636,10,10,10,87,10,0,97,1
637,1,1,1,96,1,0,97,1
638,2,2,2,95,2,0,97,1
639,2,2,2,95,2,0,97,1
640,2,2,2,95,2,0,97,1
641,2,2,2,95,2,0,97,1
642,2,2,2,95,2,0,97,1
643,5,5,5,92,5,0,97,1
644,1,1,1,96,1,0,97,1
645,5,5,5,92,5,0,97,1
646,1,1,1,96,1,0,97,1
647,1,1,1,96,1,0,97,1
648,2,2,2,95,2,0,97,1
649,1,1,1,96,1,0,97,1
650,1,1,1,96,1,0,97,1
651,1,1,1,96,1,0,97,1
652,8,8,8,89,8,0,97,1
653,2,2,2,95,2,0,97,1
654,2,2,2,95,2,0,97,1
655,1,1,1,96,1,0,97,1
656,2,2,2,95,2,0,97,1
657,1,1,1,96,1,0,97,1
658,1,1,1,96,1,0,97,1
659,1,1,1,96,1,0,97,1
660,2,2,2,95,2,0,97,1
661,4,4,4,93,4,0,97,1
662,2,2,2,95,2,0,97,1
663,5,5,5,92,5,0,97,1
664,1,1,1,96,1,0,97,1
665,96,96,96,1,96,0,97,1
666,1,1,1,96,1,0,97,1
667,2,2,2,95,2,0,97,1
668,83,83,73,24,64,9,97,3
669,2,2,2,95,2,0,97,1
670,1,1,1,96,1,0,97,1
671,1,1,1,96,1,0,97,1
672,1,1,1,96,1,0,97,1
673,1,1,1,96,1,0,97,1
674,2,2,2,95,2,0,97,1
675,1,1,1,96,1,0,97,1
676,37,37,14,83,6,8,97,10
677,1,1,1,96,1,0,97,1
678,1,1,1,96,1,0,97,1
679,1,1,1,96,1,0,97,1
680,1,1,1,96,1,0,97,1
681,1,1,1,96,1,0,97,1
682,2,2,2,95,2,0,97,1
683,97,97,97,0,97,0,97,1
684,1,1,1,96,1,0,97,1
685,97,97,97,0,97,0,97,1
686,1,1,1,96,1,0,97,1
687,1,1,1,96,1,0,97,1
688,41,41,40,57,39,1,97,2
689,1,1,1,96,1,0,97,1
690,1,1,1,96,1,0,97,1
691,1,1,1,96,1,0,97,1
692,1,1,1,96,1,0,97,1
693,2,2,2,95,2,0,97,1
