block,cluster,parallel_rear_score,parallel_rear_unique_innovation_count,parallel_rear_all_innovations_count,min_dup_leaves,median_dup_leaves,max_dup_leaves
3440,36,0.4397509666093196,1,3,1,1.0,1
3441,64,1.4712002890978118,1,5,1,1.0,1
3456,26,0,0,0,1,1.0,1
3457,26,0,0,0,1,1.0,1
3494,70,0,0,0,1,1.0,1
3538,65,0,0,0,1,1.0,1
3567,65,0,0,0,1,1.0,1
3568,65,0,0,0,1,1.0,1
3583,64,0,0,0,1,1.0,1
3630,91,0,0,0,1,1.0,1
3631,91,0,0,0,1,1.0,1
3633,80,0,0,0,1,1.0,1
3634,2,0,0,0,1,1.0,1
3636,70,0,0,0,1,1.0,1
3637,0,0,0,0,1,1.0,1
3638,0,0,0,0,1,1.0,1
3639,0,0,0,0,1,1.0,1
3641,70,0,0,0,1,1.0,1
3642,70,0,0,0,1,1.0,1
